# ---
# 24/02/2026, 14:55:39
# volt	current
# ---
-1.20e+02	-1.640522e-06
-1.19e+02	-1.561770e-06
-1.18e+02	-1.563740e-06
-1.17e+02	-1.568496e-06
-1.16e+02	-1.570508e-06
-1.15e+02	-1.572087e-06
-1.14e+02	-1.572748e-06
-1.13e+02	-1.573356e-06
-1.12e+02	-1.574133e-06
-1.11e+02	-1.573973e-06
-1.10e+02	-1.574637e-06
-1.09e+02	-1.575254e-06
-1.08e+02	-1.574834e-06
-1.07e+02	-1.574238e-06
-1.06e+02	-1.574767e-06
-1.05e+02	-1.573100e-06
-1.04e+02	-1.573269e-06
-1.03e+02	-1.573057e-06
-1.02e+02	-1.571566e-06
-1.01e+02	-1.570591e-06
-1.00e+02	-1.570907e-06
-9.90e+01	-1.570260e-06
-9.80e+01	-1.568880e-06
-9.70e+01	-1.568700e-06
-9.60e+01	-1.568122e-06
-9.50e+01	-1.566465e-06
-9.40e+01	-1.566248e-06
-9.30e+01	-1.564236e-06
-9.20e+01	-1.563712e-06
-9.10e+01	-1.562011e-06
-9.00e+01	-1.561285e-06
-8.90e+01	-1.561057e-06
-8.80e+01	-1.559363e-06
-8.70e+01	-1.558322e-06
-8.60e+01	-1.558124e-06
-8.50e+01	-1.556404e-06
-8.40e+01	-1.554813e-06
-8.30e+01	-1.554338e-06
-8.20e+01	-1.553026e-06
-8.10e+01	-1.551750e-06
-8.00e+01	-1.550329e-06
-7.90e+01	-1.549838e-06
-7.80e+01	-1.548472e-06
-7.70e+01	-1.547430e-06
-7.60e+01	-1.546381e-06
-7.50e+01	-1.544027e-06
-7.40e+01	-1.542466e-06
-7.30e+01	-1.542937e-06
-7.20e+01	-1.540955e-06
-7.10e+01	-1.539326e-06
-7.00e+01	-1.537729e-06
-6.90e+01	-1.536894e-06
-6.80e+01	-1.534880e-06
-6.70e+01	-1.533513e-06
-6.60e+01	-1.531931e-06
-6.50e+01	-1.529872e-06
-6.40e+01	-1.527693e-06
-6.30e+01	-1.526181e-06
-6.20e+01	-1.524306e-06
-6.10e+01	-1.521880e-06
-6.00e+01	-1.517251e-06
-5.90e+01	-1.512559e-06
-5.80e+01	-1.513067e-06
-5.70e+01	-1.509087e-06
-5.60e+01	-1.505625e-06
-5.50e+01	-1.502272e-06
-5.40e+01	-1.498445e-06
-5.30e+01	-1.494830e-06
-5.20e+01	-1.490649e-06
-5.10e+01	-1.488200e-06
-5.00e+01	-1.484956e-06
-4.90e+01	-1.481663e-06
-4.80e+01	-1.479931e-06
-4.70e+01	-1.477275e-06
-4.60e+01	-1.473059e-06
-4.50e+01	-1.471854e-06
-4.40e+01	-1.469885e-06
-4.30e+01	-1.466941e-06
-4.20e+01	-1.464717e-06
-4.10e+01	-1.463647e-06
-4.00e+01	-1.460206e-06
-3.90e+01	-1.460369e-06
-3.80e+01	-1.458846e-06
-3.70e+01	-1.457399e-06
-3.60e+01	-1.454743e-06
-3.50e+01	-1.451748e-06
-3.40e+01	-1.448749e-06
-3.30e+01	-1.449580e-06
-3.20e+01	-1.448205e-06
-3.10e+01	-1.445112e-06
-3.00e+01	-1.443740e-06
-2.90e+01	-1.442869e-06
-2.80e+01	-1.440333e-06
-2.70e+01	-1.437163e-06
-2.60e+01	-1.436011e-06
-2.50e+01	-1.435148e-06
-2.40e+01	-1.433642e-06
-2.30e+01	-1.430813e-06
-2.20e+01	-1.429215e-06
-2.10e+01	-1.427807e-06
-2.00e+01	-1.425178e-06
-1.90e+01	-1.423319e-06
-1.80e+01	-1.421511e-06
-1.70e+01	-1.419058e-06
-1.60e+01	-1.416270e-06
-1.50e+01	-1.414621e-06
-1.40e+01	-1.412653e-06
-1.30e+01	-1.409688e-06
-1.20e+01	-1.406975e-06
-1.10e+01	-1.403141e-06
-1.00e+01	-1.399767e-06
-9.00e+00	-1.395384e-06
-8.00e+00	-1.390028e-06
-7.00e+00	-1.384869e-06
-5.99e+00	-1.378351e-06
-4.99e+00	-1.370206e-06
-4.00e+00	-1.362134e-06
-3.00e+00	-1.353309e-06
-2.00e+00	-1.342935e-06
-9.94e-01	-1.332414e-06
5.35e-03	-1.319305e-06
1.00e+00	-1.300727e-06
2.00e+00	-1.277259e-06
3.00e+00	-1.238558e-06
4.00e+00	-1.134137e-06
5.00e+00	-8.353180e-07
6.00e+00	-4.338615e-07
7.00e+00	-1.683102e-07
8.00e+00	-1.226431e-07
9.00e+00	-9.933188e-08
1.00e+01	-8.097221e-08
1.10e+01	-6.453129e-08
1.20e+01	-4.954003e-08
1.30e+01	-3.609816e-08
1.40e+01	-2.437769e-08
1.50e+01	-1.448531e-08
1.60e+01	-6.058048e-09
1.70e+01	1.300879e-09
1.80e+01	7.897968e-09
1.90e+01	1.335117e-08
2.00e+01	1.833472e-08
2.10e+01	2.246661e-08
2.20e+01	2.622284e-08
2.30e+01	2.911040e-08
2.40e+01	3.172620e-08
2.50e+01	3.378701e-08
2.60e+01	3.542930e-08
2.70e+01	3.688021e-08
2.80e+01	3.810649e-08
2.90e+01	3.927630e-08
3.00e+01	4.039056e-08
3.10e+01	4.141368e-08
3.20e+01	4.240479e-08
3.30e+01	4.340223e-08
3.40e+01	4.445562e-08
3.50e+01	4.548343e-08
3.60e+01	4.665539e-08
3.70e+01	4.790609e-08
3.80e+01	4.942380e-08
3.90e+01	5.140794e-08
4.00e+01	5.379038e-08
