# ---
# 25/02/2026, 11:27:53
# volt	current
# ---
-1.20e+02	-4.858578e-07
-1.19e+02	-4.234246e-07
-1.18e+02	-4.240697e-07
-1.17e+02	-4.244673e-07
-1.16e+02	-4.247874e-07
-1.15e+02	-4.250874e-07
-1.14e+02	-4.251991e-07
-1.13e+02	-4.253391e-07
-1.12e+02	-4.253382e-07
-1.11e+02	-4.256652e-07
-1.10e+02	-4.255301e-07
-1.09e+02	-4.253925e-07
-1.08e+02	-4.253155e-07
-1.07e+02	-4.257640e-07
-1.06e+02	-4.253106e-07
-1.05e+02	-4.253019e-07
-1.04e+02	-4.251939e-07
-1.03e+02	-4.250270e-07
-1.02e+02	-4.247679e-07
-1.01e+02	-4.248278e-07
-1.00e+02	-4.247529e-07
-9.90e+01	-4.240715e-07
-9.80e+01	-4.242615e-07
-9.70e+01	-4.240340e-07
-9.60e+01	-4.238642e-07
-9.50e+01	-4.238719e-07
-9.40e+01	-4.238584e-07
-9.30e+01	-4.235902e-07
-9.20e+01	-4.233039e-07
-9.10e+01	-4.232877e-07
-9.00e+01	-4.231756e-07
-8.90e+01	-4.226234e-07
-8.80e+01	-4.224031e-07
-8.70e+01	-4.224238e-07
-8.60e+01	-4.220029e-07
-8.50e+01	-4.221800e-07
-8.40e+01	-4.218679e-07
-8.30e+01	-4.215399e-07
-8.20e+01	-4.214263e-07
-8.10e+01	-4.209278e-07
-8.00e+01	-4.208985e-07
-7.90e+01	-4.207694e-07
-7.80e+01	-4.201342e-07
-7.70e+01	-4.201647e-07
-7.60e+01	-4.198247e-07
-7.50e+01	-4.197858e-07
-7.40e+01	-4.193382e-07
-7.30e+01	-4.190706e-07
-7.20e+01	-4.187639e-07
-7.10e+01	-4.181068e-07
-7.00e+01	-4.179728e-07
-6.90e+01	-4.179062e-07
-6.80e+01	-4.170376e-07
-6.70e+01	-4.168812e-07
-6.60e+01	-4.163904e-07
-6.50e+01	-4.158570e-07
-6.40e+01	-4.156403e-07
-6.30e+01	-4.151764e-07
-6.20e+01	-4.143528e-07
-6.10e+01	-4.139058e-07
-6.00e+01	-4.128183e-07
-5.90e+01	-4.114294e-07
-5.80e+01	-4.105260e-07
-5.70e+01	-4.096236e-07
-5.60e+01	-4.079832e-07
-5.50e+01	-4.066643e-07
-5.40e+01	-4.058337e-07
-5.30e+01	-4.045173e-07
-5.20e+01	-4.033858e-07
-5.10e+01	-4.023819e-07
-5.00e+01	-4.013438e-07
-4.90e+01	-3.997269e-07
-4.80e+01	-3.992810e-07
-4.70e+01	-3.985107e-07
-4.60e+01	-3.972880e-07
-4.50e+01	-3.964610e-07
-4.40e+01	-3.960138e-07
-4.30e+01	-3.953383e-07
-4.20e+01	-3.945911e-07
-4.10e+01	-3.939417e-07
-4.00e+01	-3.931750e-07
-3.90e+01	-3.926149e-07
-3.80e+01	-3.922859e-07
-3.70e+01	-3.913024e-07
-3.60e+01	-3.908403e-07
-3.50e+01	-3.904873e-07
-3.40e+01	-3.896888e-07
-3.30e+01	-3.890472e-07
-3.20e+01	-3.888016e-07
-3.10e+01	-3.880619e-07
-3.00e+01	-3.873913e-07
-2.90e+01	-3.870677e-07
-2.80e+01	-3.863061e-07
-2.70e+01	-3.854345e-07
-2.60e+01	-3.851903e-07
-2.50e+01	-3.846910e-07
-2.40e+01	-3.836998e-07
-2.30e+01	-3.829129e-07
-2.20e+01	-3.825767e-07
-2.10e+01	-3.819193e-07
-2.00e+01	-3.810708e-07
-1.90e+01	-3.806338e-07
-1.80e+01	-3.799051e-07
-1.70e+01	-3.791748e-07
-1.60e+01	-3.787243e-07
-1.50e+01	-3.778674e-07
-1.40e+01	-3.768228e-07
-1.30e+01	-3.761659e-07
-1.20e+01	-3.754496e-07
-1.10e+01	-3.745708e-07
-1.00e+01	-3.736880e-07
-9.00e+00	-3.728425e-07
-8.00e+00	-3.717845e-07
-7.00e+00	-3.705784e-07
-6.00e+00	-3.691383e-07
-5.00e+00	-3.676016e-07
-4.00e+00	-3.655320e-07
-3.00e+00	-3.629465e-07
-2.00e+00	-3.600515e-07
-9.96e-01	-3.564191e-07
3.80e-03	-3.517439e-07
1.00e+00	-3.418861e-07
2.00e+00	-3.219397e-07
3.00e+00	-2.735586e-07
4.00e+00	-1.496297e-07
5.00e+00	-8.774972e-08
6.00e+00	-7.196410e-08
7.00e+00	-6.002363e-08
8.00e+00	-4.875646e-08
9.00e+00	-3.721215e-08
1.00e+01	-2.544773e-08
1.10e+01	-1.413136e-08
1.20e+01	-4.052776e-09
1.30e+01	3.908083e-09
1.40e+01	9.567864e-09
1.50e+01	1.360687e-08
1.60e+01	1.657654e-08
1.70e+01	1.868003e-08
1.80e+01	1.987872e-08
1.90e+01	2.038091e-08
2.00e+01	2.065948e-08
2.10e+01	2.095158e-08
2.20e+01	2.120585e-08
2.30e+01	2.144126e-08
2.40e+01	2.172172e-08
2.50e+01	2.199839e-08
2.60e+01	2.222139e-08
2.70e+01	2.248566e-08
2.80e+01	2.278068e-08
2.90e+01	2.306227e-08
3.00e+01	2.330135e-08
3.10e+01	2.356613e-08
3.20e+01	2.385228e-08
3.30e+01	2.407364e-08
3.40e+01	2.430232e-08
3.50e+01	2.458279e-08
3.60e+01	2.482515e-08
3.70e+01	2.504248e-08
3.80e+01	2.529597e-08
3.90e+01	2.552177e-08
4.00e+01	2.566894e-08
