# ---
# 25/02/2026, 12:11:05
# volt	current
# ---
-1.20e+02	-2.288046e-07
-1.19e+02	-1.692329e-07
-1.18e+02	-1.692567e-07
-1.17e+02	-1.692366e-07
-1.16e+02	-1.691823e-07
-1.15e+02	-1.690698e-07
-1.14e+02	-1.691146e-07
-1.13e+02	-1.690311e-07
-1.12e+02	-1.688603e-07
-1.11e+02	-1.689093e-07
-1.10e+02	-1.689043e-07
-1.09e+02	-1.687652e-07
-1.08e+02	-1.686925e-07
-1.07e+02	-1.686914e-07
-1.06e+02	-1.686069e-07
-1.05e+02	-1.684978e-07
-1.04e+02	-1.684126e-07
-1.03e+02	-1.683974e-07
-1.02e+02	-1.683591e-07
-1.01e+02	-1.682117e-07
-1.00e+02	-1.681024e-07
-9.90e+01	-1.681360e-07
-9.80e+01	-1.680278e-07
-9.70e+01	-1.679149e-07
-9.60e+01	-1.678237e-07
-9.50e+01	-1.677974e-07
-9.40e+01	-1.677283e-07
-9.30e+01	-1.676526e-07
-9.20e+01	-1.675949e-07
-9.10e+01	-1.674797e-07
-9.00e+01	-1.674728e-07
-8.90e+01	-1.674147e-07
-8.80e+01	-1.673327e-07
-8.70e+01	-1.672193e-07
-8.60e+01	-1.671421e-07
-8.50e+01	-1.671113e-07
-8.40e+01	-1.669798e-07
-8.30e+01	-1.669671e-07
-8.20e+01	-1.669010e-07
-8.10e+01	-1.668856e-07
-8.00e+01	-1.668260e-07
-7.90e+01	-1.667654e-07
-7.80e+01	-1.665903e-07
-7.70e+01	-1.666403e-07
-7.60e+01	-1.665032e-07
-7.50e+01	-1.664103e-07
-7.40e+01	-1.662723e-07
-7.30e+01	-1.662613e-07
-7.20e+01	-1.661850e-07
-7.10e+01	-1.660901e-07
-7.00e+01	-1.660183e-07
-6.90e+01	-1.658710e-07
-6.80e+01	-1.657435e-07
-6.70e+01	-1.656723e-07
-6.60e+01	-1.655530e-07
-6.50e+01	-1.654250e-07
-6.40e+01	-1.653693e-07
-6.30e+01	-1.652959e-07
-6.20e+01	-1.651797e-07
-6.10e+01	-1.649150e-07
-6.00e+01	-1.648861e-07
-5.90e+01	-1.647851e-07
-5.80e+01	-1.645793e-07
-5.70e+01	-1.645252e-07
-5.60e+01	-1.644179e-07
-5.50e+01	-1.642116e-07
-5.40e+01	-1.640283e-07
-5.30e+01	-1.639502e-07
-5.20e+01	-1.637773e-07
-5.10e+01	-1.635203e-07
-5.00e+01	-1.634103e-07
-4.90e+01	-1.632708e-07
-4.80e+01	-1.631053e-07
-4.70e+01	-1.628756e-07
-4.60e+01	-1.626903e-07
-4.50e+01	-1.625865e-07
-4.40e+01	-1.623053e-07
-4.30e+01	-1.621125e-07
-4.20e+01	-1.619636e-07
-4.10e+01	-1.617824e-07
-4.00e+01	-1.615368e-07
-3.90e+01	-1.613052e-07
-3.80e+01	-1.610714e-07
-3.70e+01	-1.608183e-07
-3.60e+01	-1.606148e-07
-3.50e+01	-1.603464e-07
-3.40e+01	-1.600929e-07
-3.30e+01	-1.599101e-07
-3.20e+01	-1.596327e-07
-3.10e+01	-1.592954e-07
-3.00e+01	-1.591251e-07
-2.90e+01	-1.588355e-07
-2.80e+01	-1.584236e-07
-2.70e+01	-1.582098e-07
-2.60e+01	-1.578927e-07
-2.50e+01	-1.575322e-07
-2.40e+01	-1.571976e-07
-2.30e+01	-1.568631e-07
-2.20e+01	-1.564939e-07
-2.10e+01	-1.561498e-07
-2.00e+01	-1.557684e-07
-1.90e+01	-1.553962e-07
-1.80e+01	-1.550681e-07
-1.70e+01	-1.546668e-07
-1.60e+01	-1.542180e-07
-1.50e+01	-1.539298e-07
-1.40e+01	-1.535411e-07
-1.30e+01	-1.531156e-07
-1.20e+01	-1.528197e-07
-1.10e+01	-1.523972e-07
-1.00e+01	-1.518835e-07
-9.00e+00	-1.514620e-07
-8.00e+00	-1.510432e-07
-7.00e+00	-1.504456e-07
-6.00e+00	-1.498264e-07
-5.00e+00	-1.491970e-07
-4.00e+00	-1.484379e-07
-3.00e+00	-1.474795e-07
-2.00e+00	-1.462755e-07
-9.96e-01	-1.445417e-07
3.49e-03	-1.419692e-07
1.00e+00	-1.372279e-07
2.00e+00	-1.276556e-07
3.00e+00	-1.112088e-07
4.00e+00	-8.876293e-08
5.00e+00	-6.386959e-08
6.00e+00	-3.994682e-08
7.00e+00	-1.751487e-08
8.00e+00	6.803416e-10
9.00e+00	2.562836e-09
1.00e+01	2.723950e-09
1.10e+01	2.868358e-09
1.20e+01	3.002008e-09
1.30e+01	3.145782e-09
1.40e+01	3.275509e-09
1.50e+01	3.417766e-09
1.60e+01	3.564200e-09
1.70e+01	3.705443e-09
1.80e+01	3.853269e-09
1.90e+01	3.986919e-09
2.00e+01	4.131959e-09
2.10e+01	4.284974e-09
2.20e+01	4.437734e-09
2.30e+01	4.606442e-09
2.40e+01	4.757812e-09
2.50e+01	4.912345e-09
2.60e+01	5.069536e-09
2.70e+01	5.231409e-09
2.80e+01	5.409990e-09
2.90e+01	5.560978e-09
3.00e+01	5.721206e-09
3.10e+01	5.878525e-09
3.20e+01	6.032422e-09
3.30e+01	6.185180e-09
3.40e+01	6.350222e-09
3.50e+01	6.487541e-09
3.60e+01	6.635366e-09
3.70e+01	6.770411e-09
3.80e+01	6.912289e-09
3.90e+01	7.047203e-09
4.00e+01	7.164145e-09
