# ---
# 24/02/2026, 11:24:52
# volt	current
# ---
-1.20e+02	-4.246396e-07
-1.19e+02	-3.614623e-07
-1.18e+02	-3.618566e-07
-1.17e+02	-3.619994e-07
-1.16e+02	-3.621936e-07
-1.15e+02	-3.621831e-07
-1.14e+02	-3.622327e-07
-1.13e+02	-3.621853e-07
-1.12e+02	-3.622499e-07
-1.11e+02	-3.623023e-07
-1.10e+02	-3.620422e-07
-1.09e+02	-3.621332e-07
-1.08e+02	-3.622112e-07
-1.07e+02	-3.620199e-07
-1.06e+02	-3.618249e-07
-1.05e+02	-3.619877e-07
-1.04e+02	-3.618273e-07
-1.03e+02	-3.617473e-07
-1.02e+02	-3.615317e-07
-1.01e+02	-3.613151e-07
-1.00e+02	-3.611774e-07
-9.90e+01	-3.611628e-07
-9.80e+01	-3.608426e-07
-9.70e+01	-3.608427e-07
-9.60e+01	-3.606584e-07
-9.50e+01	-3.606034e-07
-9.40e+01	-3.605505e-07
-9.30e+01	-3.605117e-07
-9.20e+01	-3.601436e-07
-9.10e+01	-3.598830e-07
-9.00e+01	-3.600860e-07
-8.90e+01	-3.598138e-07
-8.80e+01	-3.597486e-07
-8.70e+01	-3.595995e-07
-8.60e+01	-3.593404e-07
-8.50e+01	-3.589628e-07
-8.40e+01	-3.591339e-07
-8.30e+01	-3.590172e-07
-8.20e+01	-3.586937e-07
-8.10e+01	-3.585009e-07
-8.00e+01	-3.583713e-07
-7.90e+01	-3.583619e-07
-7.80e+01	-3.580751e-07
-7.70e+01	-3.577969e-07
-7.60e+01	-3.575561e-07
-7.50e+01	-3.571966e-07
-7.40e+01	-3.571317e-07
-7.30e+01	-3.568665e-07
-7.20e+01	-3.567969e-07
-7.10e+01	-3.566009e-07
-7.00e+01	-3.563891e-07
-6.90e+01	-3.559544e-07
-6.80e+01	-3.559882e-07
-6.70e+01	-3.558481e-07
-6.60e+01	-3.555347e-07
-6.50e+01	-3.551685e-07
-6.40e+01	-3.550665e-07
-6.30e+01	-3.548859e-07
-6.20e+01	-3.543824e-07
-6.10e+01	-3.544104e-07
-6.00e+01	-3.543170e-07
-5.90e+01	-3.538331e-07
-5.80e+01	-3.534605e-07
-5.70e+01	-3.534245e-07
-5.60e+01	-3.528962e-07
-5.50e+01	-3.527653e-07
-5.40e+01	-3.526441e-07
-5.30e+01	-3.523381e-07
-5.20e+01	-3.520854e-07
-5.10e+01	-3.518124e-07
-5.00e+01	-3.514586e-07
-4.90e+01	-3.512893e-07
-4.80e+01	-3.509870e-07
-4.70e+01	-3.506938e-07
-4.60e+01	-3.505675e-07
-4.50e+01	-3.502763e-07
-4.40e+01	-3.496272e-07
-4.30e+01	-3.492032e-07
-4.20e+01	-3.492540e-07
-4.10e+01	-3.488490e-07
-4.00e+01	-3.484194e-07
-3.90e+01	-3.481902e-07
-3.80e+01	-3.479186e-07
-3.70e+01	-3.474959e-07
-3.60e+01	-3.470382e-07
-3.50e+01	-3.466952e-07
-3.40e+01	-3.464053e-07
-3.30e+01	-3.460574e-07
-3.20e+01	-3.456783e-07
-3.10e+01	-3.452766e-07
-3.00e+01	-3.447922e-07
-2.90e+01	-3.444037e-07
-2.80e+01	-3.440385e-07
-2.70e+01	-3.434008e-07
-2.60e+01	-3.431632e-07
-2.50e+01	-3.427795e-07
-2.40e+01	-3.423335e-07
-2.30e+01	-3.416785e-07
-2.20e+01	-3.413980e-07
-2.10e+01	-3.408323e-07
-2.00e+01	-3.403325e-07
-1.90e+01	-3.399951e-07
-1.80e+01	-3.395981e-07
-1.70e+01	-3.388788e-07
-1.60e+01	-3.381812e-07
-1.50e+01	-3.379382e-07
-1.40e+01	-3.374556e-07
-1.30e+01	-3.367292e-07
-1.20e+01	-3.362706e-07
-1.10e+01	-3.357354e-07
-1.00e+01	-3.349104e-07
-9.00e+00	-3.342646e-07
-8.00e+00	-3.333429e-07
-7.00e+00	-3.325011e-07
-6.00e+00	-3.315889e-07
-5.00e+00	-3.301370e-07
-4.00e+00	-3.285136e-07
-3.00e+00	-3.264985e-07
-2.00e+00	-3.237149e-07
-9.95e-01	-3.200693e-07
4.06e-03	-3.155678e-07
1.00e+00	-3.046840e-07
2.00e+00	-2.835741e-07
3.00e+00	-2.433841e-07
4.00e+00	-1.457602e-07
5.00e+00	-5.527578e-08
6.00e+00	-4.425952e-08
7.00e+00	-3.770709e-08
8.00e+00	-3.175180e-08
9.00e+00	-2.561160e-08
1.00e+01	-1.930927e-08
1.10e+01	-1.316565e-08
1.20e+01	-7.906475e-09
1.30e+01	-3.960797e-09
1.40e+01	-1.307857e-09
1.50e+01	4.397531e-10
1.60e+01	1.648568e-09
1.70e+01	2.439974e-09
1.80e+01	2.869407e-09
1.90e+01	3.097728e-09
2.00e+01	3.283397e-09
2.10e+01	3.447425e-09
2.20e+01	3.626514e-09
2.30e+01	3.822308e-09
2.40e+01	4.010889e-09
2.50e+01	4.210608e-09
2.60e+01	4.388430e-09
2.70e+01	4.577263e-09
2.80e+01	4.763437e-09
2.90e+01	4.954801e-09
3.00e+01	5.158952e-09
3.10e+01	5.343101e-09
3.20e+01	5.532443e-09
3.30e+01	5.711653e-09
3.40e+01	5.884543e-09
3.50e+01	6.072870e-09
3.60e+01	6.239170e-09
3.70e+01	6.405481e-09
3.80e+01	6.572039e-09
3.90e+01	6.726574e-09
4.00e+01	6.883135e-09
