# ---
# 24/02/2026, 14:38:04
# volt	current
# ---
-1.20e+02	-1.627388e-06
-1.19e+02	-1.549211e-06
-1.18e+02	-1.554190e-06
-1.17e+02	-1.558406e-06
-1.16e+02	-1.560216e-06
-1.15e+02	-1.560790e-06
-1.14e+02	-1.563226e-06
-1.13e+02	-1.563274e-06
-1.12e+02	-1.563451e-06
-1.11e+02	-1.564439e-06
-1.10e+02	-1.565770e-06
-1.09e+02	-1.565557e-06
-1.08e+02	-1.565630e-06
-1.07e+02	-1.564807e-06
-1.06e+02	-1.564974e-06
-1.05e+02	-1.563794e-06
-1.04e+02	-1.562523e-06
-1.03e+02	-1.562667e-06
-1.02e+02	-1.562553e-06
-1.01e+02	-1.562584e-06
-1.00e+02	-1.562257e-06
-9.90e+01	-1.560178e-06
-9.80e+01	-1.558822e-06
-9.70e+01	-1.558994e-06
-9.60e+01	-1.558572e-06
-9.50e+01	-1.556755e-06
-9.40e+01	-1.557520e-06
-9.30e+01	-1.556598e-06
-9.20e+01	-1.555680e-06
-9.10e+01	-1.554314e-06
-9.00e+01	-1.553121e-06
-8.90e+01	-1.553636e-06
-8.80e+01	-1.551446e-06
-8.70e+01	-1.551403e-06
-8.60e+01	-1.552793e-06
-8.50e+01	-1.551880e-06
-8.40e+01	-1.548644e-06
-8.30e+01	-1.549467e-06
-8.20e+01	-1.548036e-06
-8.10e+01	-1.547648e-06
-8.00e+01	-1.546567e-06
-7.90e+01	-1.544965e-06
-7.80e+01	-1.545179e-06
-7.70e+01	-1.543349e-06
-7.60e+01	-1.540490e-06
-7.50e+01	-1.539517e-06
-7.40e+01	-1.539167e-06
-7.30e+01	-1.537628e-06
-7.20e+01	-1.538131e-06
-7.10e+01	-1.536686e-06
-7.00e+01	-1.535744e-06
-6.90e+01	-1.532374e-06
-6.80e+01	-1.534526e-06
-6.70e+01	-1.533429e-06
-6.60e+01	-1.532919e-06
-6.50e+01	-1.532140e-06
-6.40e+01	-1.530723e-06
-6.30e+01	-1.529722e-06
-6.20e+01	-1.527554e-06
-6.10e+01	-1.527088e-06
-6.00e+01	-1.525321e-06
-5.90e+01	-1.523762e-06
-5.80e+01	-1.522721e-06
-5.70e+01	-1.522430e-06
-5.60e+01	-1.519305e-06
-5.50e+01	-1.518949e-06
-5.40e+01	-1.517438e-06
-5.30e+01	-1.515919e-06
-5.20e+01	-1.513704e-06
-5.10e+01	-1.512736e-06
-5.00e+01	-1.508455e-06
-4.90e+01	-1.511276e-06
-4.80e+01	-1.510752e-06
-4.70e+01	-1.506436e-06
-4.60e+01	-1.505258e-06
-4.50e+01	-1.503410e-06
-4.40e+01	-1.502325e-06
-4.30e+01	-1.500682e-06
-4.20e+01	-1.499233e-06
-4.10e+01	-1.500328e-06
-4.00e+01	-1.498576e-06
-3.90e+01	-1.493845e-06
-3.80e+01	-1.492796e-06
-3.70e+01	-1.489872e-06
-3.60e+01	-1.487791e-06
-3.50e+01	-1.488706e-06
-3.40e+01	-1.487654e-06
-3.30e+01	-1.485882e-06
-3.20e+01	-1.483714e-06
-3.10e+01	-1.479707e-06
-3.00e+01	-1.480646e-06
-2.90e+01	-1.479171e-06
-2.80e+01	-1.477527e-06
-2.70e+01	-1.475651e-06
-2.60e+01	-1.474666e-06
-2.50e+01	-1.471854e-06
-2.40e+01	-1.470843e-06
-2.30e+01	-1.469716e-06
-2.20e+01	-1.468495e-06
-2.10e+01	-1.466364e-06
-2.00e+01	-1.463663e-06
-1.90e+01	-1.461523e-06
-1.80e+01	-1.460217e-06
-1.70e+01	-1.458811e-06
-1.60e+01	-1.455842e-06
-1.50e+01	-1.453983e-06
-1.40e+01	-1.450727e-06
-1.30e+01	-1.447762e-06
-1.20e+01	-1.444699e-06
-1.10e+01	-1.440956e-06
-1.00e+01	-1.436936e-06
-9.00e+00	-1.433175e-06
-8.00e+00	-1.427355e-06
-7.00e+00	-1.421000e-06
-5.99e+00	-1.412894e-06
-4.99e+00	-1.405510e-06
-4.00e+00	-1.398554e-06
-3.00e+00	-1.390481e-06
-2.00e+00	-1.381582e-06
-9.94e-01	-1.373299e-06
5.43e-03	-1.361711e-06
1.00e+00	-1.341176e-06
2.00e+00	-1.317034e-06
3.00e+00	-1.276856e-06
4.00e+00	-1.166021e-06
5.00e+00	-8.573916e-07
6.00e+00	-4.470081e-07
7.00e+00	-1.797038e-07
8.00e+00	-1.352210e-07
9.00e+00	-1.122634e-07
1.00e+01	-9.449726e-08
1.10e+01	-7.869188e-08
1.20e+01	-6.427290e-08
1.30e+01	-5.144014e-08
1.40e+01	-4.031171e-08
1.50e+01	-3.087709e-08
1.60e+01	-2.290847e-08
1.70e+01	-1.602134e-08
1.80e+01	-9.958020e-09
1.90e+01	-4.715974e-09
2.00e+01	-2.581222e-10
2.10e+01	3.614331e-09
2.20e+01	6.887379e-09
2.30e+01	9.613048e-09
2.40e+01	1.182651e-08
2.50e+01	1.355599e-08
2.60e+01	1.490705e-08
2.70e+01	1.600296e-08
2.80e+01	1.697877e-08
2.90e+01	1.783077e-08
3.00e+01	1.860561e-08
3.10e+01	1.934321e-08
3.20e+01	2.003184e-08
3.30e+01	2.068807e-08
3.40e+01	2.131051e-08
3.50e+01	2.191206e-08
3.60e+01	2.247754e-08
3.70e+01	2.302441e-08
3.80e+01	2.352587e-08
3.90e+01	2.402832e-08
4.00e+01	2.450559e-08
