# ---
# 25/02/2026, 09:18:52
# volt	current
# ---
-1.20e+02	-2.671365e-07
-1.19e+02	-2.080319e-07
-1.18e+02	-2.079268e-07
-1.17e+02	-2.079312e-07
-1.16e+02	-2.078847e-07
-1.15e+02	-2.077340e-07
-1.14e+02	-2.075870e-07
-1.13e+02	-2.076634e-07
-1.12e+02	-2.074690e-07
-1.11e+02	-2.072850e-07
-1.10e+02	-2.073345e-07
-1.09e+02	-2.072732e-07
-1.08e+02	-2.070940e-07
-1.07e+02	-2.070102e-07
-1.06e+02	-2.069278e-07
-1.05e+02	-2.068116e-07
-1.04e+02	-2.066960e-07
-1.03e+02	-2.066139e-07
-1.02e+02	-2.065425e-07
-1.01e+02	-2.064182e-07
-1.00e+02	-2.062959e-07
-9.90e+01	-2.062157e-07
-9.80e+01	-2.061777e-07
-9.70e+01	-2.060303e-07
-9.60e+01	-2.059608e-07
-9.50e+01	-2.058293e-07
-9.40e+01	-2.056895e-07
-9.30e+01	-2.056576e-07
-9.20e+01	-2.055107e-07
-9.10e+01	-2.054220e-07
-9.00e+01	-2.054199e-07
-8.90e+01	-2.052201e-07
-8.80e+01	-2.052080e-07
-8.70e+01	-2.050605e-07
-8.60e+01	-2.049292e-07
-8.50e+01	-2.048985e-07
-8.40e+01	-2.047842e-07
-8.30e+01	-2.046919e-07
-8.20e+01	-2.045885e-07
-8.10e+01	-2.045347e-07
-8.00e+01	-2.044102e-07
-7.90e+01	-2.043536e-07
-7.80e+01	-2.042780e-07
-7.70e+01	-2.041983e-07
-7.60e+01	-2.039996e-07
-7.50e+01	-2.040836e-07
-7.40e+01	-2.038480e-07
-7.30e+01	-2.036525e-07
-7.20e+01	-2.035958e-07
-7.10e+01	-2.035577e-07
-7.00e+01	-2.033170e-07
-6.90e+01	-2.032994e-07
-6.80e+01	-2.031830e-07
-6.70e+01	-2.029562e-07
-6.60e+01	-2.029434e-07
-6.50e+01	-2.028139e-07
-6.40e+01	-2.025473e-07
-6.30e+01	-2.025062e-07
-6.20e+01	-2.024731e-07
-6.10e+01	-2.021326e-07
-6.00e+01	-2.019986e-07
-5.90e+01	-2.019195e-07
-5.80e+01	-2.017718e-07
-5.70e+01	-2.015720e-07
-5.60e+01	-2.014220e-07
-5.50e+01	-2.012828e-07
-5.40e+01	-2.011402e-07
-5.30e+01	-2.009808e-07
-5.20e+01	-2.008480e-07
-5.10e+01	-2.006157e-07
-5.00e+01	-2.004142e-07
-4.90e+01	-2.002277e-07
-4.80e+01	-2.000658e-07
-4.70e+01	-1.999391e-07
-4.60e+01	-1.996771e-07
-4.50e+01	-1.995016e-07
-4.40e+01	-1.992839e-07
-4.30e+01	-1.991495e-07
-4.20e+01	-1.989545e-07
-4.10e+01	-1.987151e-07
-4.00e+01	-1.985243e-07
-3.90e+01	-1.982320e-07
-3.80e+01	-1.980228e-07
-3.70e+01	-1.978041e-07
-3.60e+01	-1.974871e-07
-3.50e+01	-1.972879e-07
-3.40e+01	-1.970937e-07
-3.30e+01	-1.968057e-07
-3.20e+01	-1.964922e-07
-3.10e+01	-1.962920e-07
-3.00e+01	-1.959661e-07
-2.90e+01	-1.956003e-07
-2.80e+01	-1.953482e-07
-2.70e+01	-1.949879e-07
-2.60e+01	-1.945578e-07
-2.50e+01	-1.943082e-07
-2.40e+01	-1.939195e-07
-2.30e+01	-1.935280e-07
-2.20e+01	-1.931894e-07
-2.10e+01	-1.928433e-07
-2.00e+01	-1.923929e-07
-1.90e+01	-1.919951e-07
-1.80e+01	-1.916356e-07
-1.70e+01	-1.913096e-07
-1.60e+01	-1.908612e-07
-1.50e+01	-1.904402e-07
-1.40e+01	-1.900233e-07
-1.30e+01	-1.896682e-07
-1.20e+01	-1.892184e-07
-1.10e+01	-1.887748e-07
-1.00e+01	-1.883377e-07
-9.00e+00	-1.877626e-07
-8.00e+00	-1.871902e-07
-7.00e+00	-1.866163e-07
-6.00e+00	-1.860450e-07
-5.00e+00	-1.853295e-07
-4.00e+00	-1.845397e-07
-3.00e+00	-1.836030e-07
-2.00e+00	-1.822330e-07
-9.95e-01	-1.802269e-07
4.01e-03	-1.772676e-07
1.00e+00	-1.727123e-07
2.00e+00	-1.645952e-07
3.00e+00	-1.480404e-07
4.00e+00	-1.206625e-07
5.00e+00	-8.663218e-08
6.00e+00	-4.757434e-08
7.00e+00	-4.742585e-09
8.00e+00	8.934847e-10
9.00e+00	1.334054e-09
1.00e+01	1.615154e-09
1.10e+01	1.817402e-09
1.20e+01	1.979152e-09
1.30e+01	2.121662e-09
1.40e+01	2.266703e-09
1.50e+01	2.411621e-09
1.60e+01	2.560713e-09
1.70e+01	2.720437e-09
1.80e+01	2.867504e-09
1.90e+01	3.026722e-09
2.00e+01	3.177078e-09
2.10e+01	3.343765e-09
2.20e+01	3.516905e-09
2.30e+01	3.685868e-09
2.40e+01	3.871031e-09
2.50e+01	4.042020e-09
2.60e+01	4.218576e-09
2.70e+01	4.387917e-09
2.80e+01	4.564221e-09
2.90e+01	4.758877e-09
3.00e+01	4.935813e-09
3.10e+01	5.117434e-09
3.20e+01	5.292472e-09
3.30e+01	5.455740e-09
3.40e+01	5.630397e-09
3.50e+01	5.811764e-09
3.60e+01	5.964017e-09
3.70e+01	6.118046e-09
3.80e+01	6.283087e-09
3.90e+01	6.431418e-09
4.00e+01	6.585447e-09
